Date,UserId,Client_Type,Chat_Conversations,Credits_Used,Overage_Cap,Overage_Credits_Used,Overage_Enabled,ProfileId,Subscription_Tier,Total_Messages,Auto_messages,Claude_Opus_4.6_messages,Claude_Sonnet_4.6_messages,DeepSeek_V3.2_messages,Qwen3_Coder_Next_messages,New_User
2026-04-28,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,2,6.37,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,15,3,2,5,3,2,false
2026-04-28,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,3,11.15,3200.0,0.0,true,kiro-profile-prod-use1,Power,24,5,5,7,3,4,false
2026-04-29,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,10.84,3000.0,0.0,true,kiro-profile-prod-use1,Power,26,7,5,8,2,4,false
2026-04-29,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,PLUGIN,1,3.59,1000.0,0.0,false,kiro-profile-prod-use1,Pro,9,2,1,3,1,2,false
2026-04-29,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,PLUGIN,2,6.57,950.0,0.0,true,kiro-profile-prod-use1,ProPlus,15,3,3,4,2,3,false
2026-04-29,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,3,10.62,3200.0,0.0,true,kiro-profile-prod-use1,Power,23,5,5,7,2,4,false
2026-04-30,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,10.39,3000.0,0.0,true,kiro-profile-prod-use1,Power,23,6,4,8,2,3,false
2026-04-30,d-92675051d5.4a0a1ddb-32de-4237-b40f-cbc81f6ae105,PLUGIN,1,1.6,1000.0,0.0,false,kiro-profile-prod-use1,Pro,6,2,0,1,2,1,false
2026-05-01,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,1,7.77,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,7,2,1,2,1,1,false
2026-05-04,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,1,14.1,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,8,2,1,3,1,1,false
2026-05-05,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,2,7.63,3000.0,0.0,true,kiro-profile-prod-use1,Power,17,4,3,6,2,2,false
2026-05-05,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,1,8.77,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,9,2,1,2,2,2,false
2026-05-05,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,PLUGIN,1,3.66,1000.0,0.0,false,kiro-profile-prod-use1,Pro,9,2,1,3,1,2,false
2026-05-05,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,PLUGIN,1,14.96,950.0,0.0,true,kiro-profile-prod-use1,ProPlus,10,2,2,3,1,2,false
2026-05-05,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,2,11.55,3200.0,0.0,true,kiro-profile-prod-use1,Power,18,4,4,5,2,3,false
2026-05-06,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,8.87,3000.0,0.0,true,kiro-profile-prod-use1,Power,20,5,4,6,2,3,false
2026-05-06,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,PLUGIN,1,1.17,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-06,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,PLUGIN,1,3.61,1000.0,0.0,false,kiro-profile-prod-use1,Pro,9,2,1,3,1,2,false
2026-05-06,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,PLUGIN,1,1.1,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,4,1,0,1,1,1,false
2026-05-06,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,2,9.75,3200.0,0.0,true,kiro-profile-prod-use1,Power,16,3,3,5,2,3,false
2026-05-07,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,2,7.13,3000.0,0.0,true,kiro-profile-prod-use1,Power,16,4,3,5,2,2,false
2026-05-08,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,9.54,3000.0,0.0,true,kiro-profile-prod-use1,Power,21,5,4,7,2,3,false
2026-05-09,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,1,3.2,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,4,1,0,1,1,1,false
2026-05-09,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,PLUGIN,1,1.12,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-10,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,PLUGIN,1,1.17,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-12,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,1,18.51,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,11,2,1,4,2,2,false
2026-05-12,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,PLUGIN,1,1.84,1000.0,0.0,false,kiro-profile-prod-use1,Pro,6,2,0,2,1,1,false
2026-05-13,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,10.34,3000.0,0.0,true,kiro-profile-prod-use1,Power,23,6,4,8,2,3,false
2026-05-13,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,1,10.54,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,10,2,1,3,2,2,false
2026-05-13,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,2,9.39,3200.0,0.0,true,kiro-profile-prod-use1,Power,16,3,3,5,2,3,false
2026-05-14,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,1,10.66,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,10,2,1,3,2,2,false
2026-05-14,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,1,17.73,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,10,2,1,4,2,1,false
2026-05-15,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,2,7.13,3000.0,0.0,true,kiro-profile-prod-use1,Power,16,4,3,5,2,2,false
2026-05-15,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,PLUGIN,1,1.13,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-19,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,2,21.43,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,14,3,1,5,3,2,false
2026-05-20,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,PLUGIN,2,13.4,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,13,3,1,4,3,2,false
2026-05-20,d-92675051d5.7e23e16f-5eb6-49f0-8e5d-a84c5ad99106,PLUGIN,1,1.1,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-20,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,3,13.74,3200.0,0.0,true,kiro-profile-prod-use1,Power,22,4,5,7,2,4,false
2026-05-21,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,PLUGIN,3,11.19,3000.0,0.0,true,kiro-profile-prod-use1,Power,26,7,5,8,2,4,false
2026-05-21,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,2,0.0,850.0,25.73,true,kiro-profile-prod-use1,ProPlus,15,3,2,5,3,2,false
2026-05-21,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,PLUGIN,2,0.0,950.0,20.02,true,kiro-profile-prod-use1,ProPlus,14,3,2,4,2,3,false
2026-05-21,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,3,16.76,3200.0,0.0,true,kiro-profile-prod-use1,Power,26,5,6,8,3,4,false
2026-05-22,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,PLUGIN,1,1.17,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-23,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,PLUGIN,1,1.18,1000.0,0.0,false,kiro-profile-prod-use1,Pro,4,1,0,1,1,1,false
2026-05-24,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,PLUGIN,1,1.15,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,4,1,0,1,1,1,false
2026-05-25,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,PLUGIN,2,15.11,3200.0,0.0,true,kiro-profile-prod-use1,Power,22,4,5,7,2,4,false
2026-05-26,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,PLUGIN,2,0.0,850.0,22.95,true,kiro-profile-prod-use1,ProPlus,14,3,1,5,3,2,false
2026-05-26,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,PLUGIN,2,0.0,950.0,19.1,true,kiro-profile-prod-use1,ProPlus,13,3,2,4,2,2,false
