Date,UserId,Client_Type,Chat_Conversations,Credits_Used,Overage_Cap,Overage_Credits_Used,Overage_Enabled,ProfileId,Subscription_Tier,Total_Messages,Auto_messages,Claude_Opus_4.6_messages,Claude_Sonnet_4.6_messages,DeepSeek_V3.2_messages,Qwen3_Coder_Next_messages,New_User
2026-04-22,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,KIRO_CLI,4,11.52,1000.0,0.0,false,kiro-profile-prod-use1,Pro,26,6,3,8,4,5,false
2026-04-22,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,6,12.65,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,35,10,2,9,6,8,false
2026-04-22,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,KIRO_CLI,6,20.98,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,47,10,5,16,9,7,false
2026-04-22,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,13.79,2500.0,0.0,true,kiro-profile-prod-use1,Power,33,8,3,9,6,7,false
2026-04-22,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,KIRO_CLI,3,9.45,1000.0,0.0,false,kiro-profile-prod-use1,Pro,24,7,2,6,4,5,false
2026-04-23,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,8,32.42,3000.0,0.0,true,kiro-profile-prod-use1,Power,65,17,12,21,6,9,false
2026-04-23,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,KIRO_CLI,3,10.51,1000.0,0.0,false,kiro-profile-prod-use1,Pro,24,6,3,7,3,5,false
2026-04-23,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,6,13.6,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,37,11,2,9,7,8,false
2026-04-23,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,KIRO_CLI,5,18.41,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,42,9,4,15,8,6,false
2026-04-23,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,16.1,2500.0,0.0,true,kiro-profile-prod-use1,Power,39,10,3,11,7,8,false
2026-04-23,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,9,44.15,3200.0,0.0,true,kiro-profile-prod-use1,Power,84,17,19,26,9,13,false
2026-04-24,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,KIRO_CLI,4,12.36,1000.0,0.0,false,kiro-profile-prod-use1,Pro,30,7,3,9,5,6,false
2026-04-24,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,4,11.68,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,31,9,2,8,6,6,false
2026-04-24,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,16.94,2500.0,0.0,true,kiro-profile-prod-use1,Power,41,10,3,12,8,8,false
2026-04-26,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,1,5.35,3000.0,0.0,true,kiro-profile-prod-use1,Power,11,3,2,3,1,2,false
2026-04-26,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,KIRO_CLI,1,3.18,1000.0,0.0,false,kiro-profile-prod-use1,Pro,7,2,1,2,1,1,false
2026-04-27,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,7,20.66,3000.0,0.0,true,kiro-profile-prod-use1,Power,42,11,8,13,4,6,false
2026-04-27,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,KIRO_CLI,2,6.15,1000.0,0.0,false,kiro-profile-prod-use1,Pro,17,6,1,4,3,3,false
2026-04-27,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,11.18,2500.0,0.0,true,kiro-profile-prod-use1,Power,29,7,2,8,6,6,false
2026-04-28,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,7,27.77,3000.0,0.0,true,kiro-profile-prod-use1,Power,57,15,10,18,6,8,false
2026-04-28,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,3,9.89,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,26,7,2,7,5,5,false
2026-04-28,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,14.3,2500.0,0.0,true,kiro-profile-prod-use1,Power,34,8,3,10,6,7,false
2026-04-28,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,KIRO_CLI,5,20.0,950.0,0.0,true,kiro-profile-prod-use1,ProPlus,44,10,7,12,7,8,false
2026-04-28,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,9,32.8,3200.0,0.0,true,kiro-profile-prod-use1,Power,65,13,14,20,7,11,false
2026-04-29,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,7,31.23,3000.0,0.0,true,kiro-profile-prod-use1,Power,61,16,11,19,6,9,false
2026-04-29,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,6,20.18,2500.0,0.0,true,kiro-profile-prod-use1,Power,50,12,4,14,10,10,false
2026-04-29,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,8,32.91,3200.0,0.0,true,kiro-profile-prod-use1,Power,63,13,14,19,7,10,false
2026-04-29,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,KIRO_CLI,3,8.49,1000.0,0.0,false,kiro-profile-prod-use1,Pro,23,7,1,6,4,5,false
2026-04-30,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,7,32.33,3000.0,0.0,true,kiro-profile-prod-use1,Power,64,17,12,20,6,9,false
2026-04-30,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,KIRO_CLI,3,10.11,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,27,7,2,7,6,5,false
2026-04-30,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,KIRO_CLI,3,10.39,1000.0,0.0,false,kiro-profile-prod-use1,Pro,24,6,3,7,3,5,false
2026-04-30,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,5,11.96,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,31,9,2,8,6,6,false
2026-04-30,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,7,18.76,2500.0,0.0,true,kiro-profile-prod-use1,Power,48,12,4,13,9,10,false
2026-04-30,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,8,34.11,3200.0,0.0,true,kiro-profile-prod-use1,Power,66,13,15,20,7,11,false
2026-05-01,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,KIRO_CLI,2,5.27,1000.0,0.0,false,kiro-profile-prod-use1,Pro,15,5,1,3,3,3,false
2026-05-01,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,3,9.25,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,24,7,2,6,4,5,false
2026-05-01,d-92675051d5.9b1ac779-7da0-470f-bfd8-fba1849ca111,KIRO_CLI,3,55.99,950.0,0.0,true,kiro-profile-prod-use1,ProPlus,30,7,5,8,4,6,false
2026-05-01,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,7,39.38,3200.0,0.0,true,kiro-profile-prod-use1,Power,53,11,12,16,6,8,false
2026-05-02,d-92675051d5.3b537ba7-2c3b-4a6c-aec6-61e594bd1109,KIRO_CLI,1,2.25,1000.0,0.0,false,kiro-profile-prod-use1,Pro,6,2,0,2,1,1,false
2026-05-02,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,3,16.65,3200.0,0.0,true,kiro-profile-prod-use1,Power,24,5,5,7,3,4,false
2026-05-02,d-92675051d5.f12818d1-8f2c-4d54-9188-4f7224a4d103,KIRO_CLI,1,2.89,1000.0,0.0,false,kiro-profile-prod-use1,Pro,9,3,0,2,2,2,false
2026-05-04,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,5,21.62,3000.0,0.0,true,kiro-profile-prod-use1,Power,43,11,8,14,4,6,false
2026-05-04,d-92675051d5.59888cc4-2dac-4454-a84e-b7968ad4e112,KIRO_CLI,3,10.29,1000.0,0.0,false,kiro-profile-prod-use1,Pro,23,5,3,7,3,5,false
2026-05-04,d-92675051d5.6273ba8a-bb02-425f-b443-3d4dcb2c9108,KIRO_CLI,4,9.81,700.0,0.0,true,kiro-profile-prod-use1,ProPlus,24,7,2,6,4,5,false
2026-05-04,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,KIRO_CLI,3,51.73,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,27,6,3,9,5,4,false
2026-05-04,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,6,33.62,3200.0,0.0,true,kiro-profile-prod-use1,Power,45,9,10,14,5,7,false
2026-05-05,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,5,21.41,3000.0,0.0,true,kiro-profile-prod-use1,Power,43,11,8,14,4,6,false
2026-05-05,d-92675051d5.33a7a52f-dbf7-4f6b-89c9-43d30a61e104,KIRO_CLI,2,30.8,900.0,0.0,true,kiro-profile-prod-use1,ProPlus,20,5,2,5,4,4,false
2026-05-05,d-92675051d5.4a0a1ddb-32de-4237-b40f-cbc81f6ae105,KIRO_CLI,2,7.51,1000.0,0.0,false,kiro-profile-prod-use1,Pro,21,6,1,5,5,4,false
2026-05-05,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,4,13.1,2500.0,0.0,true,kiro-profile-prod-use1,Power,32,8,3,9,6,6,false
2026-05-05,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,9,42.15,3200.0,0.0,true,kiro-profile-prod-use1,Power,60,12,13,18,7,10,false
2026-05-06,d-92675051d5.0ec463de-81c2-4f79-9d4c-029f7bb0f101,KIRO_CLI,7,23.3,3000.0,0.0,true,kiro-profile-prod-use1,Power,47,12,8,15,5,7,false
2026-05-06,d-92675051d5.797d1e6c-6d5f-41a9-8dc7-53d2ef14e102,KIRO_CLI,5,54.86,850.0,0.0,true,kiro-profile-prod-use1,ProPlus,30,7,3,11,5,4,false
2026-05-06,d-92675051d5.7f1ccf95-18df-4d5f-9d1b-7155a1be8114,KIRO_CLI,2,5.12,2000.0,0.0,false,kiro-profile-prod-use1,ProPlus,13,4,1,3,2,3,false
2026-05-06,d-92675051d5.838f6b85-1e72-4404-a193-f1b0dc79d107,KIRO_CLI,5,12.97,2500.0,0.0,true,kiro-profile-prod-use1,Power,32,8,3,9,6,6,false
2026-05-06,d-92675051d5.a9a3e94b-b147-4fb7-9934-f5ea941fd110,KIRO_CLI,7,48.43,3200.0,0.0,true,kiro-profile-prod-use1,Power,68,14,15,21,7,11,false
